County_Name,State_Name,Land_Area,Population_Density,Census_2010,Estimates_Base,Estimate_2010,Estimate_2011,Estimate_2012,Estimate_2013,Estimate_2014,Estimate_2015,Estimate_2016,Estimate_2017,Estimate_2018,Estimate_2019
Smyth County,Virginia,1170,71/sq mi (28/km2),32208,32213,32198,32047,31896,31772,31573,31419,31126,30731,30454,30104
Southampton County,Virginia,1550,31/sq mi (12/km2),18570,18573,18640,18638,18507,18329,18223,18136,18080,17841,17713,17631
Spotsylvania County,Virginia,1040,300/sq mi (110/km2),122397,122453,122976,124537,125827,127392,128804,129948,131252,132739,134011,136215
Stafford County,Virginia,700,460/sq mi (180/km2),128961,128984,129832,132200,133368,135923,138791,140868,143501,146792,149824,152882
Surry County,Virginia,720,23/sq mi (8.8/km2),7058,7064,7044,6921,6839,6787,6780,6671,6554,6503,6463,6422
Sussex County,Virginia,1300,25/sq mi (9.5/km2),12087,12070,12011,12086,11924,11766,11723,11692,11414,11379,11241,11159
Tazewell County,Virginia,1340,87/sq mi (33/km2),45078,45058,45117,44730,44264,44017,43379,42905,42155,41303,41058,40595
Warren County,Virginia,550,170/sq mi (67/km2),37575,37450,37518,37646,37887,38500,40126,38716,39165,39409,40006,40164
Washington County,Virginia,1450,97/sq mi (37/km2),54876,54961,54967,54831,55095,54776,54603,54268,54100,54179,54067,53740
Westmoreland County,Virginia,590,69/sq mi (27/km2),17454,17460,17489,17635,17513,17552,17436,17549,17649,17725,17817,18015
Wise County,Virginia,1040,100/sq mi (40/km2),41452,41437,41572,41454,40909,40662,39892,39572,39027,38574,37875,37383
Wythe County,Virginia,1200,63/sq mi (24/km2),29235,29246,29252,29202,29328,29282,29055,29097,28912,28829,28698,28684
York County,Virginia,270,300/sq mi (120/km2),65464,65191,65222,65772,65825,65980,66523,67802,67832,68022,67976,68280
Alexandria city,Virginia,38.68,,139966,139998,140729,144219,147291,149637,151375,153654,156698,159215,159069,159428
Bristol city,Virginia,33.34,"1,400/sq mi (530/km2)",17835,17738,17766,17717,17692,17386,17191,17146,17088,16880,16685,16762
Buena Vista city,Virginia,16.67,,6650,6607,6611,6711,6747,6652,6549,6529,6435,6482,6494,6478
Charlottesville city,Virginia,26.53,"4,200/sq mi (1,600/km2)",43475,43425,43461,43761,44580,45012,45518,46301,46943,47463,47506,47266
Chesapeake city,Virginia,876.7,630/sq mi (240/km2),222209,222311,223556,225361,228091,230327,233360,235111,237464,240143,242359,244835
Colonial Heights city,Virginia,19.48,"2,200/sq mi (860/km2)",17411,17410,17339,17284,17383,17487,17442,17444,17398,17424,17504,17370
Covington city,Virginia,14.16,,5961,5951,5940,5914,5842,5827,5772,5663,5637,5576,5578,5538
Danville city,Virginia,110.84,990/sq mi (380/km2),43055,43071,42924,42645,42705,42623,42263,41947,41665,41044,40649,40044
Emporia city,Virginia,17.88,,5927,5925,5921,5841,5813,5693,5597,5558,5478,5467,5363,5346
Fairfax city,Virginia,16.16,"3,600/sq mi (1,400/km2)",22565,22554,22614,22460,22894,23230,23310,23230,23246,23435,23725,24019
Falls Church city,Virginia,5.3,"7,219.94/sq mi (2,787.03/km2)",12332,12244,12399,12660,13087,13360,13416,13728,13582,14245,14467,14617
Franklin city,Virginia,21.4,,8582,8578,8579,8445,8482,8536,8392,8331,8201,8145,8089,7967
Fredericksburg city,Virginia,27.07,"2,300/sq mi (890/km2)",24286,24178,24354,25752,27179,27818,28256,28043,28360,28498,29171,29036
Galax city,Virginia,21.33,850/sq mi (330/km2),7042,6989,6991,6846,6852,6931,6899,6800,6604,6484,6348,6347
Hampton city,Virginia,133.3,"1,000/sq mi (390/km2)",137436,137464,137415,136628,137177,137332,137680,136264,135374,134725,134330,134510
Harrisonburg city,Virginia,44.91,"2,800/sq mi (1,100/km2)",48914,48900,48993,49935,51312,51537,52542,52675,53542,53644,53488,53016
Hopewell city,Virginia,26.82,"2,100/sq mi (810/km2)",22591,22591,22642,22502,22309,22161,22109,22231,22539,22505,22478,22529
Lexington city,Virginia,6.47,,7042,7037,7043,6972,7018,7146,7125,7162,7148,7154,7297,7446
Lynchburg city,Virginia,126.84,,75568,75534,75548,76584,77269,77940,78141,79134,79710,80523,81309,82168
Manassas city,Virginia,25.49,,37821,37799,38212,39101,40284,41082,41142,41409,41189,41141,41046,41085
Manassas Park city,Virginia,6.55,"5,600/sq mi (2,200/km2)",14273,14243,14449,15067,15397,15896,15916,16129,16456,17149,17718,17478
Martinsville city,Virginia,28.37,"1,300/sq mi (480/km2)",13821,13814,13760,13596,13492,13416,13317,13259,12996,12823,12627,12554
Newport News city,Virginia,178.7,"1,500/sq mi (580/km2)",180719,180955,180888,180078,180056,181275,181522,180958,180209,179447,178523,179225
Norfolk city,Virginia,137.98,"2,500/sq mi (970/km2)",242803,242827,242999,243655,246149,245468,246576,246457,245680,244543,243585,242742
Norton city,Virginia,19.37,530/sq mi (200/km2),3958,3993,4012,4087,4124,4099,4135,4009,3972,3918,3972,3981
Petersburg city,Virginia,58.85,"1,400/sq mi (550/km2)",32420,32441,32502,32091,31996,32311,32241,31892,31380,31137,31056,31346
Poquoson city,Virginia,39.8,150/sq mi (60/km2),12150,12159,12148,12042,12114,12094,12009,12021,11952,12039,12169,12271
Portsmouth city,Virginia,86.2,"2,000/sq mi (790/km2)",95535,95526,95451,95748,96480,96075,95829,96336,95165,94838,94750,94398
Radford city,Virginia,25.06,"1,895.31/sq mi (731.75/km2)",16408,16395,16430,16814,16714,17117,17392,17295,17324,17484,18101,18249
Richmond city,Virginia,155.2,"3,817.89/sq mi (1,474.10/km2)",204214,204375,204302,206391,210794,213860,217044,220856,225369,227230,229221,230436
Roanoke city,Virginia,110.13,"2,349.90/sq mi (907.30/km2)",97032,96910,96720,96782,98011,98849,99427,99669,99337,98986,99009,99143
Salem city,Virginia,37.6,"1,700/sq mi (660/km2)",24802,24836,24895,25026,25179,25317,25428,25364,25252,25373,25293,25301
Staunton city,Virginia,51.6,"1,200/sq mi (460/km2)",23746,23745,23737,24023,23809,24101,24283,24185,24156,24325,24562,24932
Suffolk city,Virginia,1033.8,200/sq mi (76/km2),84585,84565,84813,84750,85251,85751,86882,88079,89194,90108,90975,92108
Virginia Beach city,Virginia,633.8,880/sq mi (340/km2),437994,437903,438859,442583,445044,447706,448864,450304,450983,449896,449849,449974
Waynesboro city,Virginia,38.8,"1,400/sq mi (540/km2)",21006,20998,20993,21103,21066,21167,21305,21542,21757,22242,22531,22630
Williamsburg city,Virginia,23.2,"1,500/sq mi (600/km2)",14068,13700,13727,14109,14526,14617,14580,14800,14884,14994,15002,14954
Winchester city,Virginia,23.8,"2,800/sq mi (1,100/km2)",26203,26223,26150,26660,27008,27321,27382,27480,27785,28178,27962,28078
Adams County,Washington,4990,10/sq mi (4/km2),18728,18731,18790,18877,18944,19098,19177,19233,19369,19651,19736,19983
Asotin County,Washington,1650,35/sq mi (14/km2),21623,21623,21725,21971,21909,22129,22190,22113,22286,22509,22616,22582
Benton County,Washington,4000,110/sq mi (40/km2),175177,175168,176465,180436,182373,184318,186489,190218,193494,198200,201286,204390
Chelan County,Washington,7570,26/sq mi (10/km2),72453,72460,72750,73214,73472,73723,74121,75041,75855,76298,76752,77200
Clallam County,Washington,4500,42/sq mi (16/km2),71404,71396,71503,71762,71766,72046,72467,73202,74240,75637,76551,77331
Clark County,Washington,1630,717/sq mi (277/km2),425363,425360,426704,432283,436361,441341,448202,456939,465272,474381,481427,488241
Columbia County,Washington,2250,4.6/sq mi (1.8/km2),4078,4078,4094,4005,3977,4002,3985,3960,3975,4002,4039,3985
Cowlitz County,Washington,3000,90/sq mi (30/km2),102410,102408,102358,102309,101663,101483,101790,102999,104740,106805,108752,110593
Douglas County,Washington,4710,22/sq mi (8/km2),38431,38427,38514,38662,39197,39387,39773,40545,41366,42027,42749,43429
Ferry County,Washington,5710,3.5/sq mi (1.4/km2),7551,7554,7545,7639,7663,7594,7592,7520,7531,7576,7638,7627
Franklin County,Washington,3220,71/sq mi (27/km2),78163,78160,79077,83051,85698,86448,87665,88727,90199,91896,94003,95222
Garfield County,Washington,1840,3.1/sq mi (1.2/km2),2266,2266,2261,2237,2209,2237,2201,2222,2246,2215,2240,2225
Grant County,Washington,6900,35/sq mi (14/km2),89120,89124,89558,90594,91300,91701,92897,93527,94221,95357,96672,97733
Grays Harbor County,Washington,4930,37/sq mi (14/km2),72797,72800,72848,72366,71773,71046,70780,71011,71531,72490,73801,75061
Island County,Washington,540,381/sq mi (147/km2),78506,78508,78693,78941,79039,78198,78690,80022,81692,83250,84227,85141
Jefferson County,Washington,4670,17/sq mi (7/km2),29872,29880,29899,29853,29800,30004,30147,30339,30910,31210,31746,32221
King County,Washington,5480,"1,034/sq mi (399/km2)",1931249,1931287,1938351,1974200,2011197,2047223,2085225,2126178,2166350,2203836,2228364,2252782
Kitsap County,Washington,1020,644/sq mi (249/km2),251133,251143,251681,254297,254339,252401,253387,259232,263142,266289,269276,271473
Kittitas County,Washington,5950,20/sq mi (8/km2),40915,40910,40990,41554,41624,41828,42596,43095,44922,46176,47358,47935
Klickitat County,Washington,4850,11.6/sq mi (4.5/km2),20318,20317,20376,20689,20638,20871,20863,21005,21286,21751,22136,22425
Lewis County,Washington,6220,32.5/sq mi (12.5/km2),75455,75457,75502,75668,75435,74962,74844,75437,76693,78320,79569,80707
Lincoln County,Washington,6000,4.4/sq mi (1.7/km2),10570,10570,10573,10526,10429,10295,10224,10285,10335,10585,10726,10939
Mason County,Washington,2480,63/sq mi (24/km2),60699,60689,60733,60870,60681,60474,60604,60991,62142,63740,65380,66768
Okanogan County,Washington,13640,7.8/sq mi (3.0/km2),41120,41117,41229,41334,41183,41053,41236,41356,41579,41915,42117,42243
Pacific County,Washington,2420,22/sq mi (8/km2),20920,20919,20879,20884,20582,20442,20564,20869,21285,21742,22074,22471
Pend Oreille County,Washington,4000,9.3/sq mi (3.6/km2),13001,13001,12950,12954,13003,12885,12919,13087,13131,13358,13586,13724
Pierce County,Washington,4300,525/sq mi (203/km2),795225,795222,795390,807623,815535,821012,832696,843778,862895,879654,893756,904980
San Juan County,Washington,450,96/sq mi (37/km2),15769,15768,15783,15845,15848,15909,16009,16198,16309,16729,17124,17582
Skagit County,Washington,4480,71/sq mi (27/km2),116901,116892,116944,117578,117714,118255,119966,121559,123603,125860,127835,129205
Skamania County,Washington,4290,7.15/sq mi (2.76/km2),11066,11070,11116,11154,11200,11308,11377,11375,11581,11809,11919,12083
Snohomish County,Washington,5410,384/sq mi (148/km2),713335,713299,715500,722068,732097,744112,757239,769698,787110,802089,813059,822083
Spokane County,Washington,4570,275/sq mi (106/km2),471221,471220,472081,473436,475447,478332,482857,488610,496889,505623,513603,522798
Stevens County,Washington,6420,18/sq mi (7/km2),43531,43532,43472,43453,43483,43271,43479,43553,44141,44636,45224,45723
Thurston County,Washington,1870,368/sq mi (142/km2),252264,252260,253001,256386,258527,261852,264909,267978,273714,280269,286056,290536
Wahkiakum County,Washington,680,15/sq mi (6/km2),3978,3979,3983,3992,4000,4034,4043,4023,4161,4251,4415,4488
Walla Walla County,Washington,35.85,"2,383.21/sq mi (920.14/km2)",58781,58781,58915,59444,59329,59361,59510,59932,60008,60512,60615,60760
Whatcom County,Washington,5460,103/sq mi (40/km2),201140,201146,201545,203490,204863,206073,208154,211836,216417,221410,225197,229247
Whitman County,Washington,5590,22/sq mi (8/km2),44776,44778,44796,45056,46633,46792,46918,48164,48824,49382,49683,50104
Yakima County,Washington,11120,58/sq mi (22/km2),243231,243240,244256,245926,246127,246485,246870,247800,249327,249922,250562,250873
Barbour County,West Virginia,880,48/sq mi (19/km2),16589,16587,16610,16600,16869,16871,16902,16973,16749,16515,16487,16441
Berkeley County,West Virginia,830,320/sq mi (120/km2),104169,104188,104621,105743,106965,108495,110191,111678,113489,115073,117236,119171
Boone County,West Virginia,1300,49/sq mi (19/km2),24629,24625,24608,24412,24358,24089,23716,23252,22809,22369,21953,21457
Braxton County,West Virginia,1320,28/sq mi (11/km2),14523,14519,14545,14535,14451,14385,14405,14375,14323,14217,14076,13957
Brooke County,West Virginia,230,260/sq mi (100/km2),24069,24051,23978,23814,23677,23589,23368,23190,22663,22373,22129,21939
Cabell County,West Virginia,730,330/sq mi (130/km2),96319,96295,96322,96612,96949,97026,96639,96582,95681,94452,93035,91945
Calhoun County,West Virginia,720,27/sq mi (10/km2),7627,7627,7656,7637,7594,7548,7557,7463,7374,7310,7217,7109
Clay County,West Virginia,890,27/sq mi (11/km2),9386,9384,9373,9334,9208,9139,8881,8875,8829,8693,8639,8508
Doddridge County,West Virginia,800,26/sq mi (9.9/km2),8202,8201,8198,8252,8296,8549,8471,8703,8576,8518,8556,8448
Fayette County,West Virginia,1710,69/sq mi (27/km2),46039,46049,46030,45921,45861,45557,45159,44707,44179,43607,42982,42406
Gilmer County,West Virginia,880,26/sq mi (9.9/km2),8693,8695,8731,8751,8748,8622,8498,8306,8134,8042,7898,7823
Grant County,West Virginia,1240,25/sq mi (9.6/km2),11937,11920,11893,11883,11802,11740,11617,11651,11602,11627,11630,11568
Greenbrier County,West Virginia,2600,35/sq mi (13/km2),35480,35483,35548,35732,35877,35798,35579,35580,35532,35208,34792,34662
Hampshire County,West Virginia,1700,37/sq mi (14/km2),23964,23960,23952,23782,23673,23483,23430,23311,23316,23386,23357,23175
Hancock County,West Virginia,210,350/sq mi (130/km2),30676,30688,30681,30633,30465,30382,30263,29980,29662,29383,29079,28810
Hardy County,West Virginia,1510,24/sq mi (9.3/km2),14025,14027,14044,13962,13849,13968,13956,13826,13812,13849,13764,13776
Harrison County,West Virginia,1080,170/sq mi (64/km2),69099,69094,69249,69302,69098,68907,68670,68535,68349,67905,67494,67256
Jackson County,West Virginia,1200,62/sq mi (24/km2),29211,29214,29234,29321,29283,29193,29134,29170,29188,28908,28695,28576
Jefferson County,West Virginia,500,250/sq mi (97/km2),53498,53490,53609,54458,54699,55001,55625,56070,55979,56444,56890,57146
Kanawha County,West Virginia,2340,210/sq mi (82/km2),193063,193053,192917,192183,192248,191539,190355,188282,186196,183385,180410,178124
Lewis County,West Virginia,1000,42/sq mi (16/km2),16372,16372,16414,16439,16453,16480,16448,16440,16289,16178,16017,15907
Lincoln County,West Virginia,1130,49/sq mi (19/km2),21720,21709,21673,21567,21607,21452,21520,21279,21108,20872,20583,20409
Logan County,West Virginia,1180,81/sq mi (31/km2),36743,36754,36723,36461,36316,35933,35251,34441,33674,33028,32609,32019
McDowell County,West Virginia,1380,41/sq mi (16/km2),22113,22109,22097,21730,21318,20958,20385,19762,19192,18505,18221,17624
Marion County,West Virginia,800,180/sq mi (70/km2),56418,56433,56548,56692,56760,56723,56792,56761,56504,56349,56091,56072
Marshall County,West Virginia,790,110/sq mi (41/km2),33107,33131,33094,32936,32826,32643,32360,32215,31720,31252,30821,30531
Mason County,West Virginia,1120,61/sq mi (24/km2),27324,27348,27368,27316,27217,27144,27153,27089,26938,26806,26752,26516
Mercer County,West Virginia,1090,150/sq mi (57/km2),62264,62265,62336,62560,62419,61911,61759,61133,60632,59869,59202,58758
Mineral County,West Virginia,850,86/sq mi (33/km2),28212,28225,28205,28057,27886,27691,27567,27417,27375,27223,26953,26868
Mingo County,West Virginia,1100,63/sq mi (24/km2),26839,26834,26768,26603,26190,26013,25739,25317,24716,24142,23851,23424
Monongalia County,West Virginia,900,296/sq mi (114/km2),96189,96184,96754,99018,100915,102266,103480,104681,105643,105782,105651,105612
Monroe County,West Virginia,1230,28/sq mi (11/km2),13502,13498,13522,13551,13502,13520,13613,13573,13487,13382,13289,13275
Morgan County,West Virginia,590,76/sq mi (29/km2),17541,17541,17491,17464,17427,17445,17516,17490,17626,17716,17830,17884
Nicholas County,West Virginia,1680,40/sq mi (15/km2),26233,26233,26229,26216,26262,25948,25719,25551,25381,25125,24835,24496
Ohio County,West Virginia,270,410/sq mi (160/km2),44443,44426,44472,44202,43992,43732,43241,42969,42629,42001,41705,41411
Pendleton County,West Virginia,1800,11/sq mi (4.3/km2),7695,7695,7675,7537,7470,7375,7229,7103,6977,6973,6984,6969
Pleasants County,West Virginia,300,56/sq mi (22/km2),7605,7602,7571,7575,7533,7518,7588,7499,7490,7455,7505,7460
Pocahontas County,West Virginia,2400,9.3/sq mi (3.6/km2),8719,8722,8734,8825,8703,8680,8651,8573,8528,8493,8408,8247
Preston County,West Virginia,1680,51/sq mi (20/km2),33520,33518,33554,33660,33898,33682,33916,33842,33760,33826,33553,33432
Putnam County,West Virginia,900,160/sq mi (61/km2),55486,55489,55620,56030,56445,56492,56625,56592,56675,56692,56642,56450
Raleigh County,West Virginia,1570,130/sq mi (50/km2),78859,78865,78919,79345,79249,78799,78183,77363,76296,75066,74172,73361
Randolph County,West Virginia,2700,28/sq mi (11/km2),29405,29405,29363,29435,29392,29522,29377,29212,29034,28894,28814,28695
Ritchie County,West Virginia,1170,23/sq mi (8.9/km2),10449,10449,10420,10313,10250,10147,10077,10084,9985,9851,9748,9554
Roane County,West Virginia,1250,31/sq mi (12/km2),14926,14927,14895,14801,14679,14607,14595,14375,14114,14004,13918,13688
Summers County,West Virginia,900,38/sq mi (15/km2),13927,13926,13940,13857,13836,13589,13329,13137,12978,12882,12672,12573
Taylor County,West Virginia,450,96/sq mi (37/km2),16895,16891,16889,16934,16973,16990,17102,16930,16952,16914,16828,16695
Tucker County,West Virginia,1090,17/sq mi (6.5/km2),7141,7141,7129,7130,7078,7080,7052,7089,7053,6992,6937,6839
Tyler County,West Virginia,660,35/sq mi (14/km2),9208,9230,9218,9120,9054,9007,9085,8958,8967,8800,8740,8591
Upshur County,West Virginia,920,68/sq mi (26/km2),24254,24256,24239,24270,24441,24601,24662,24727,24680,24555,24372,24176
Wayne County,West Virginia,1310,83/sq mi (32/km2),42481,42506,42466,42194,41885,41840,41517,41211,40724,40215,39961,39402
Webster County,West Virginia,1430,16/sq mi (6.4/km2),9154,9150,9153,9124,8982,8833,8750,8635,8557,8348,8274,8114
Wetzel County,West Virginia,930,46/sq mi (18/km2),16583,16563,16535,16369,16344,16112,15955,15777,15644,15433,15259,15065
Wirt County,West Virginia,600,24/sq mi (9.4/km2),5717,5714,5725,5755,5774,5838,5790,5804,5767,5786,5811,5821
Wood County,West Virginia,950,230/sq mi (89/km2),86956,86953,86973,86888,86616,86522,86469,86335,85709,85060,84180,83518
Wyoming County,West Virginia,1290,47/sq mi (18/km2),23796,23804,23728,23460,23210,22940,22578,22177,21777,21271,20784,20394
Adams County,Wisconsin,1670,30/sq mi (12/km2),20875,20867,20878,20769,20417,20413,20125,20028,19982,19900,20341,20220
Ashland County,Wisconsin,2710,7.0/sq mi (2.7/km2),16157,16157,16143,16029,15838,15970,15995,15804,15633,15501,15587,15562
Barron County,Wisconsin,2240,52/sq mi (20/km2),45870,45873,45814,45890,45777,45581,45349,45367,45242,45141,45150,45244
Bayfield County,Wisconsin,3830,7.4/sq mi (2.8/km2),15014,15008,15000,15059,15057,15113,14973,14976,14923,15006,15026,15036
Brown County,Wisconsin,1400,400/sq mi (160/km2),248007,248003,248476,250481,252682,254211,256202,257856,259514,261762,263165,264542
Buffalo County,Wisconsin,1740,19/sq mi (7.4/km2),13587,13588,13551,13440,13343,13365,13231,13245,13134,13105,13114,13031
Burnett County,Wisconsin,2130,18/sq mi (6.8/km2),15457,15458,15430,15464,15340,15269,15232,15142,15222,15295,15374,15414
Calumet County,Wisconsin,820,120/sq mi (48/km2),48971,48981,49040,49622,49653,49648,49479,49818,49607,49995,50132,50089
